Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G-PK	PK	PKatt	CrdY	CrdR	Gls/90	Ast/90	G+A/90	G-PK/90	G+A-PK/90	xG	npxG	xA	npxG+xA	xG/90	xA/90	xG+xA/90	npxG/90	npxG+xA/90
611	Maya Yoshida	jp JPN	DF	Sampdoria	32	1988	26	19	1823	20.3	2	3	2	0	0	2	0	0.1	0.15	0.25	0.1	0.25	0.8	0.8	1.3	2.1	0.04	0.06	0.1	0.04	0.1
612	Mattia Zaccagni	it ITA	MFFW	Hellas Verona	26	1995	2	2	180	2	2	0	1	1	1	0	0	1	0	1	0.5	0.5	1.2	0.4	0.8	1.2	0.59	0.39	0.98	0.21	0.6
613	Mattia Zaccagni	it ITA	FW	Lazio	26	1995	29	21	1876	20.8	4	5	4	0	0	6	0	0.19	0.24	0.43	0.19	0.43	3.5	3.5	2.3	5.8	0.17	0.11	0.28	0.17	0.28
614	Denis Zakaria	ch SUI	MF	Juventus	24	1996	9	6	597	6.6	1	1	1	0	0	1	0	0.15	0.15	0.3	0.15	0.3	1.5	1.5	0.3	1.7	0.22	0.04	0.26	0.22	0.26
615	Nicola Zalewski	pl POL	DF	Roma	19	2002	16	9	793	8.8	0	0	0	0	0	1	0	0	0	0	0	0	0.4	0.4	0.6	0.9	0.04	0.07	0.11	0.04	0.11
616	Andre-Frank Zambo Anguissa	cm CMR	MF	Napoli	25	1995	25	21	1926	21.4	0	1	0	0	0	5	0	0	0.05	0.05	0	0.05	1.1	1.1	1.6	2.8	0.05	0.08	0.13	0.05	0.13
617	Nicolò Zaniolo	it ITA	FW	Roma	22	1999	28	23	1971	21.9	2	1	2	0	0	12	2	0.09	0.05	0.14	0.09	0.14	4.8	4.8	2.6	7.4	0.22	0.12	0.34	0.22	0.34
618	Alessandro Zanoli	it ITA	DF	Napoli	20	2000	12	5	457	5.1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0.2	0.2	0	0.04	0.04	0	0.04
619	Mattia Zanotti	it ITA	DF	Inter	18	2003	1	0	9	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0.75	0.75	0	0.75
620	Duván Zapata	co COL	FW	Atalanta	30	1991	24	20	1722	19.1	10	4	7	3	3	3	0	0.52	0.21	0.73	0.37	0.57	13.6	11.4	4.3	15.7	0.71	0.23	0.94	0.59	0.82
621	Gabriele Zappa	it ITA	DF	Cagliari	21	1999	25	11	1144	12.7	0	0	0	0	0	4	1	0	0	0	0	0	0.5	0.5	1.3	1.8	0.04	0.1	0.14	0.04	0.14
622	Davide Zappacosta	it ITA	DF	Atalanta	29	1992	34	29	2345	26.1	1	5	1	0	0	6	0	0.04	0.19	0.23	0.04	0.23	2.2	2.2	4.2	6.4	0.09	0.16	0.25	0.09	0.25
623	Simone Zaza	it ITA	FWMF	Torino	30	1991	10	0	129	1.4	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0.7	0	0.7	0.7	0.7
624	Marvin Zeegelaar	nl NED	DF	Udinese	30	1990	14	6	643	7.1	0	0	0	0	0	2	0	0	0	0	0	0	0.2	0.2	0	0.2	0.02	0.01	0.03	0.02	0.03
625	Piotr Zieli?ski	pl POL	MF	Napoli	27	1994	35	26	2086	23.2	6	5	6	0	0	1	0	0.26	0.22	0.47	0.26	0.47	3	3	3.3	6.3	0.13	0.14	0.27	0.13	0.27
626	David Zima	cz CZE	DF	Torino	20	2000	20	13	1314	14.6	0	0	0	0	0	3	0	0	0	0	0	0	0.7	0.7	0.4	1.1	0.05	0.03	0.07	0.05	0.07
627	Jeroen Zoet	nl NED	GK	Spezia	30	1991	7	7	630	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
628	Nadir Zortea	it ITA	DFMF	Salernitana	22	1999	29	13	1410	15.7	1	2	1	0	0	3	0	0.06	0.13	0.19	0.06	0.19	0.6	0.6	2.1	2.7	0.04	0.13	0.17	0.04	0.17
629	Petar Zovko	ba BIH	GK	Spezia	19	2002	1	0	29	0.3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
630	Szymon ?urkowski	pl POL	MF	Empoli	23	1997	35	29	2307	25.6	6	2	6	0	0	5	0	0.23	0.08	0.31	0.23	0.31	4.1	4.1	1.5	5.5	0.16	0.06	0.22	0.16	0.22
631	Milan ?uri?	ba BIH	FW	Salernitana	31	1990	33	23	2165	24.1	5	4	4	1	1	6	0	0.21	0.17	0.37	0.17	0.33	5.8	5	3.1	8.1	0.24	0.13	0.37	0.21	0.34
632	Filip ?uri?i?	rs SRB	MFFW	Sassuolo	29	1992	12	9	671	7.5	2	1	2	0	0	1	0	0.27	0.13	0.4	0.27	0.4	2	2	1.3	3.3	0.27	0.17	0.44	0.27	0.44
